phenocode	phenotype	category	num_cases	num_controls
C3_OTHER_SKIN_EXALLC	Other malignant neoplasms of skin (=non-melanoma skin cancer), excluding all can	II Neoplasms, from cancer register (ICD-O-3)	28424	378749
C3_OVARY_ENDOMETROID_EXALLC	Endometroid carcinoma of ovary, excluding all cancers (controls excluding all ca	II Neoplasms, from cancer register (ICD-O-3)	303	222078
C3_OVARY_EXALLC	Malignant neoplasm of ovary, excluding all cancers (controls excluding all cance	II Neoplasms, from cancer register (ICD-O-3)	2339	222078
C3_OVARY_GRANULOSA_EXALLC	Granulosa cell carcinoma of ovary, excluding all cancers (controls excluding all	II Neoplasms, from cancer register (ICD-O-3)	96	222078
C3_OVARY_MUCINO_EXALLC	Mucinous and mucinous cystic tumor, excluding all cancers (controls excluding al	II Neoplasms, from cancer register (ICD-O-3)	230	222078
C3_OVARY_SEROUS_EXALLC	Serous carcinoma of ovary, excluding all cancers (controls excluding all cancers	II Neoplasms, from cancer register (ICD-O-3)	1135	222078
C3_PANCREAS_ADENO_DUCTAL_EXALLC	Adenocarcinoma and ductal carcinoma of pancreas, excluding all cancers (controls	II Neoplasms, from cancer register (ICD-O-3)	1130	378749
C3_PANCREAS_EXALLC	Malignant neoplasm of pancreas, excluding all cancers (controls excluding all ca	II Neoplasms, from cancer register (ICD-O-3)	3139	378749
C3_PANCREAS_NEUROENDOCRINE_EXALLC	Neuroendocrine tumor and carcinoma of pancreas, excluding all cancers (controls 	II Neoplasms, from cancer register (ICD-O-3)	191	378749
C3_PAROTIDGLAND_EXALLC	Malignant neoplasm of parotid gland, excluding all cancers (controls excluding a	II Neoplasms, from cancer register (ICD-O-3)	324	378749
C3_PENIS_EXALLC	Malignant neoplasm of penis, excluding all cancers (controls excluding all cance	II Neoplasms, from cancer register (ICD-O-3)	210	156671
C3_PROSTATE_EXALLC	Malignant neoplasm of prostate, excluding all cancers (controls excluding all ca	II Neoplasms, from cancer register (ICD-O-3)	20368	156671
C3_RECTUM_ADENO	Adenocarcinoma and papilloma adenocarcinoma of rectum	II Neoplasms, from cancer register (ICD-O-3)	3461	496887
C3_RECTUM_ADENO_MUCINO_EXALLC	Adenocarcinoma, papilloma adenocarcinoma and mucinous carcinomas of rectum, excl	II Neoplasms, from cancer register (ICD-O-3)	3768	378749
C3_RECTUM_EXALLC	Malignant neoplasm of rectum, excluding all cancers (controls excluding all canc	II Neoplasms, from cancer register (ICD-O-3)	4844	378749
C3_RECTUM_NEUROENDOCRINE_EXALLC	Neuroendocrine tumor and carcinoma of rectum, excluding all cancers (controls ex	II Neoplasms, from cancer register (ICD-O-3)	121	378749
C3_RENAL_PELVIS_EXALLC	Malignant neoplasm of renal pelvis, excluding all cancers (controls excluding al	II Neoplasms, from cancer register (ICD-O-3)	391	378749
C3_RHABDOMYOSARCOMA_EXALLC	Rhabdomyosarcoma, excluding all cancers (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	59	378749
C3_SCLC_EXALLC	Small cell lung cancer, excluding all cancers (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	909	378749
C3_SKIN_EXALLC	Malignant neoplasm of skin, excluding all cancers (controls excluding all cancer	II Neoplasms, from cancer register (ICD-O-3)	34177	378749
C3_SMALL_INTESTINE_ADENO_EXALLC	Adenocarcinoma of small intestine, excluding all cancers (controls excluding all	II Neoplasms, from cancer register (ICD-O-3)	85	378749
C3_SMALL_INTESTINE_EXALLC	Malignant neoplasm of small intestine, excluding all cancers (controls excluding	II Neoplasms, from cancer register (ICD-O-3)	1034	378749
C3_SMALL_INTESTINE_NEUROENDOCRINE_EXALLC	Neuroendocrine tumor and carcinoma of small intestine, excluding all cancers (co	II Neoplasms, from cancer register (ICD-O-3)	442	378749
C3_SPINAL_CORD_CRANIAL_AND_OTHER_CNS_EXALLC	Malignant neoplasm of spinal cord, cranial nerves and other parts of central ner	II Neoplasms, from cancer register (ICD-O-3)	280	378749
C3_SQUOMOUS_CELL_CARCINOMA_SKIN_EXALLC	Squamous cell neoplasms and carcinomas of the skin, excluding all cancers (contr	II Neoplasms, from cancer register (ICD-O-3)	4663	378749
C3_STOMACH_ADENO_EXALLC	Adenocarcinoma and papillary adenocarcinoma of stomach, excluding all cancers (c	II Neoplasms, from cancer register (ICD-O-3)	1023	378749
C3_STOMACH_EXALLC	Malignant neoplasm of stomach, excluding all cancers (controls excluding all can	II Neoplasms, from cancer register (ICD-O-3)	2296	378749
C3_STOMACH_NEUROENDOCRINE_EXALLC	Neuroendocrine tumor and carcinoma of stomach, excluding all cancers (controls e	II Neoplasms, from cancer register (ICD-O-3)	156	378749
C3_TESTIS_EXALLC	Malignant neoplasm of testis, excluding all cancers (controls excluding all canc	II Neoplasms, from cancer register (ICD-O-3)	687	156671
C3_TESTIS_NONSEMINOMA_EXALLC	Non-seminoma of testis, excluding all cancers (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	217	156671
C3_TESTIS_SEMINOMA_EXALLC	Seminoma of testis, excluding all cancers (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	344	156671
C3_THYMUS_EXALLC	Malignant neoplasm of thymus, excluding all cancers (controls excluding all canc	II Neoplasms, from cancer register (ICD-O-3)	131	378749
C3_THYROID_FOLLICULAR_EXALLC	Follicular adenocarcinoma of thyroid gland, excluding all cancers (controls excl	II Neoplasms, from cancer register (ICD-O-3)	351	378749
C3_THYROID_GLAND_EXALLC	Malignant neoplasm of thyroid gland, excluding all cancers (controls excluding a	II Neoplasms, from cancer register (ICD-O-3)	2859	378749
C3_THYROID_MEDULLARY_EXALLC	Medullary carcinoma of thyroid gland, excluding all cancers (controls excluding 	II Neoplasms, from cancer register (ICD-O-3)	72	378749
C3_THYROID_PAPILLARY_ADENO_EXALLC	Papillary adenocarcinoma of thyroid gland, excluding all cancers (controls exclu	II Neoplasms, from cancer register (ICD-O-3)	2400	378749
C3_TONSIL_BASETONGUE_EXALLC	Malignant cancer of tonsil and base of tongue, excluding all cancers (controls e	II Neoplasms, from cancer register (ICD-O-3)	813	378749
C3_URETER_EXALLC	Malignant neoplasm of ureter, excluding all cancers (controls excluding all canc	II Neoplasms, from cancer register (ICD-O-3)	256	378749
C3_URINARY_TRACT_EXALLC	Malignant neoplasm of urinary organs, excluding all cancers (controls excluding 	II Neoplasms, from cancer register (ICD-O-3)	4535	378749
C3_VAGINA_EXALLC	Malignant neoplasm of vagina, excluding all cancers (controls excluding all canc	II Neoplasms, from cancer register (ICD-O-3)	102	222078
C3_VULVA_EXALLC	Malignant neoplasm of vulva, excluding all cancers (controls excluding all cance	II Neoplasms, from cancer register (ICD-O-3)	453	222078
C3_WILMS_TUMOR	Wilms' tumor	II Neoplasms, from cancer register (ICD-O-3)	207	500141
C3_WILMS_TUMOR_EXALLC	Wilms' tumor, excluding all cancers (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	207	378749
CAMPYLOENTERITIS	Campylobacter enteritis	I Certain infectious and parasitic diseases (AB1_)	953	492689
CARDIAC_ARRHYTM	Cardiac arrhythmias	Comorbidities of COPD	92926	288216
CARDIOMYOPATHY_DRUGS_OTHER_EXTER_AGENTS	Cardiomyopathy due to drugs and other external agents	IX Diseases of the circulatory system (I9_)	69	500279
CD2_BENIGN_ADRENAL	Benign neoplasm: Adrenal gland	II Neoplasms from hospital discharges (CD2_)	2570	497778
CD2_BENIGN_ANUS_ANAL_CANAL	Benign neoplasm: Anus and anal canal	II Neoplasms from hospital discharges (CD2_)	973	499375
CD2_BENIGN_APPENDIX	Benign neoplasm: Appendix	II Neoplasms from hospital discharges (CD2_)	350	499998
CD2_BENIGN_ASCENDING_COLON	Benign neoplasm: Ascending colon	II Neoplasms from hospital discharges (CD2_)	4736	495612
CD2_BENIGN_BLADDER	Benign neoplasm: Bladder	II Neoplasms from hospital discharges (CD2_)	315	500033
CD2_BENIGN_BONE_CARTILAGE	Benign neoplasm of bone and articular cartilage	II Neoplasms from hospital discharges (CD2_)	3326	497022
CD2_BENIGN_BONE_CARTILAGE_NOS	Benign neoplasm: Bone and articular cartilage, unspecified	II Neoplasms from hospital discharges (CD2_)	263	500085
CD2_BENIGN_BONE_LONG_LOWER	Benign neoplasm: Long bones of lower limb	II Neoplasms from hospital discharges (CD2_)	1215	499133
CD2_BENIGN_BONE_LOWER_JAW	Benign neoplasm: Lower jaw bone	II Neoplasms from hospital discharges (CD2_)	145	500203
CD2_BENIGN_BONE_SCAPULA_LONG_UPPER	Benign neoplasm: Scapula and long bones of upper limb	II Neoplasms from hospital discharges (CD2_)	359	499989
CD2_BENIGN_BONE_SHORT_LOWER	Benign neoplasm: Short bones of lower limb	II Neoplasms from hospital discharges (CD2_)	361	499987
CD2_BENIGN_BONE_SHORT_UPPER	Benign neoplasm: Short bones of upper limb	II Neoplasms from hospital discharges (CD2_)	550	499798
CD2_BENIGN_BONE_SKULL_FACE	Benign neoplasm: Bones of skull and face	II Neoplasms from hospital discharges (CD2_)	343	500005
CD2_BENIGN_BRAIN_CNS	Benign neoplasm of brain and other parts of central nervous system	II Neoplasms from hospital discharges (CD2_)	2404	497944
CD2_BENIGN_BRAIN_INFRATENT	Benign neoplasm: Brain, infratentorial	II Neoplasms from hospital discharges (CD2_)	201	500147
CD2_BENIGN_BRAIN_NOS	Benign neoplasm: Brain, unspecified	II Neoplasms from hospital discharges (CD2_)	211	500137
CD2_BENIGN_BRAIN_SUPRATENT	Benign neoplasm: Brain, supratentorial	II Neoplasms from hospital discharges (CD2_)	569	499779
CD2_BENIGN_BREAST	Benign neoplasm of breast	II Neoplasms from hospital discharges (CD2_)	4750	277314
CD2_BENIGN_BRONCHUS_LUNG	Benign neoplasm: Bronchus and lung	II Neoplasms from hospital discharges (CD2_)	451	499897
CD2_BENIGN_CAECUM	Benign neoplasm: Caecum	II Neoplasms from hospital discharges (CD2_)	3599	496749
CD2_BENIGN_CAROTIDBODY	Benign neoplasm: Carotid body	II Neoplasms from hospital discharges (CD2_)	91	500257
CD2_BENIGN_CERVIX_UTERI	Other benign neoplasm of uterus: Cervix uteri	II Neoplasms from hospital discharges (CD2_)	207	281857
CD2_BENIGN_CHOROID	Benign neoplasm: Choroid	II Neoplasms from hospital discharges (CD2_)	2024	498324
CD2_BENIGN_CILIARY	Benign neoplasm: Ciliary body	II Neoplasms from hospital discharges (CD2_)	93	500255
CD2_BENIGN_CNS_NOS	Benign neoplasm: Central nervous system, other parts/unspecified	II Neoplasms from hospital discharges (CD2_)	124	500224
CD2_BENIGN_COLON	Benign neoplasm: Colon	II Neoplasms from hospital discharges (CD2_)	23613	476735
CD2_BENIGN_COLON_NOS	Benign neoplasm: Colon, unspecified	II Neoplasms from hospital discharges (CD2_)	9883	490465
CD2_BENIGN_COLORECANI	Benign neoplasm of colon, rectum, anus and anal canal	II Neoplasms from hospital discharges (CD2_)	29048	471300
CD2_BENIGN_CONJUNCTIVA	Benign neoplasm: Conjunctiva	II Neoplasms from hospital discharges (CD2_)	1134	499214
CD2_BENIGN_CONNECTIVE_SOFT	Other benign neoplasms of connective and other soft tissue	II Neoplasms from hospital discharges (CD2_)	3937	496411
CD2_BENIGN_CONNSOFT_ABD	Benign neoplasm: Connective and other soft tissue of abdomen	II Neoplasms from hospital discharges (CD2_)	92	500256
CD2_BENIGN_CONNSOFT_PELVIS	Benign neoplasm: Connective and other soft tissue of pelvis	II Neoplasms from hospital discharges (CD2_)	88	500260
CD2_BENIGN_CONNSOFT_THX	Benign neoplasm: Connective and other soft tissue of thorax	II Neoplasms from hospital discharges (CD2_)	149	500199
CD2_BENIGN_CONNSOFT_TRUNK	Benign neoplasm: Connective and other soft tissue of trunk, unspecified	II Neoplasms from hospital discharges (CD2_)	215	500133
CD2_BENIGN_CONNSOFT_UPPERLIMB	Benign neoplasm: Connective and other soft tissue of upper limb, including shoul	II Neoplasms from hospital discharges (CD2_)	1651	498697
CD2_BENIGN_CORNEA	Benign neoplasm: Cornea	II Neoplasms from hospital discharges (CD2_)	51	500297
CD2_BENIGN_CORPUS_UTERI	Other benign neoplasm of uterus: Corpus uteri	II Neoplasms from hospital discharges (CD2_)	254	281810
CD2_BENIGN_CRANIAL_NERVE	Benign neoplasm: Cranial nerves	II Neoplasms from hospital discharges (CD2_)	984	499364
CD2_BENIGN_DESCENDING_COLON	Benign neoplasm: Descending colon	II Neoplasms from hospital discharges (CD2_)	2286	498062
CD2_BENIGN_DIGESTIVE_NOS	Benign neoplasm: Ill-defined sites within the digestive system	II Neoplasms from hospital discharges (CD2_)	205	500143
CD2_BENIGN_DUODENUM	Benign neoplasm: Duodenum	II Neoplasms from hospital discharges (CD2_)	834	499514
CD2_BENIGN_EAR_NASAL_SINUS	Benign neoplasm: Middle ear, nasal cavity and accessory sinuses	II Neoplasms from hospital discharges (CD2_)	1423	498925
CD2_BENIGN_EAR_RESP	Benign neoplasm of middle ear and respiratory system	II Neoplasms from hospital discharges (CD2_)	3037	497311
CD2_BENIGN_ENDOCRINE_NOS	Benign neoplasm: Endocrine gland, other/unspecified	II Neoplasms from hospital discharges (CD2_)	118	500230
CD2_BENIGN_ENDOCRINE_OTH	Benign neoplasm of other and unspecified endocrine glands	II Neoplasms from hospital discharges (CD2_)	4928	495420
CD2_BENIGN_ENDOCRINE_PANCREAS	Benign neoplasm: Endocrine pancreas	II Neoplasms from hospital discharges (CD2_)	197	500151
CD2_BENIGN_EPIDIDYMIS	Benign neoplasm: Epididymis	II Neoplasms from hospital discharges (CD2_)	109	218175
CD2_BENIGN_EXTRAHEPATIC_BILE	Benign neoplasm: Extrahepatic bile ducts	II Neoplasms from hospital discharges (CD2_)	96	500252
CD2_BENIGN_EYE	Benign neoplasm of eye and adnexa	II Neoplasms from hospital discharges (CD2_)	3735	496613
CD2_BENIGN_FEMALE_GEN_NOS	Benign neoplasm: Female genital organ, unspecified	II Neoplasms from hospital discharges (CD2_)	106	281958
CD2_BENIGN_FEMALE_GEN_OTH	Benign neoplasm of other and unspecified female genital organs	II Neoplasms from hospital discharges (CD2_)	1568	280496
CD2_BENIGN_FLOOROFMOUTH	Benign neoplasm: Floor of mouth	II Neoplasms from hospital discharges (CD2_)	124	500224
CD2_BENIGN_HEAMANGIOMA_LYMPHANGIOMA	Haemangioma and lymphangioma, any site	II Neoplasms from hospital discharges (CD2_)	3466	496882
CD2_BENIGN_HEART	Benign neoplasm: Heart	II Neoplasms from hospital discharges (CD2_)	109	500239
CD2_BENIGN_HEMANGIOMA	Haemangioma, any site	II Neoplasms from hospital discharges (CD2_)	3193	497155
CD2_BENIGN_HYPOPHARYNX	Benign neoplasm: Hypopharynx	II Neoplasms from hospital discharges (CD2_)	155	500193
CD2_BENIGN_INTRATHORACIC	Benign neoplasm of other and unspecified intrathoracic organs	II Neoplasms from hospital discharges (CD2_)	360	499988
CD2_BENIGN_INTRATHORACIC_NOS	Benign neoplasm: Other specified/unspecified intrathoracic organs (+ respiratory	II Neoplasms from hospital discharges (CD2_)	91	500257
CD2_BENIGN_KIDNEY	Benign neoplasm: Kidney	II Neoplasms from hospital discharges (CD2_)	1133	499215
CD2_BENIGN_LARYNX	Benign neoplasm: Larynx	II Neoplasms from hospital discharges (CD2_)	1152	499196
CD2_BENIGN_LEIOMYOMA_UTERI	Leiomyoma of uterus	II Neoplasms from hospital discharges (CD2_)	42107	239957
CD2_BENIGN_LIP	Benign neoplasm: Lip	II Neoplasms from hospital discharges (CD2_)	743	499605
CD2_BENIGN_LIPOMATOUS	Benign lipomatous neoplasm	II Neoplasms from hospital discharges (CD2_)	12917	487431
CD2_BENIGN_LIPO_INTRATHO	Benign lipomatous neoplasm of  of intra-abdominal organs	II Neoplasms from hospital discharges (CD2_)	103	500245
CD2_BENIGN_LIPO_NOS	Benign lipomatous neoplasm of other sites/unspecified	II Neoplasms from hospital discharges (CD2_)	3386	496962
CD2_BENIGN_LIPO_SKIN_HEADFACENECK	Benign lipomatous neoplasm of skin and subcutaneous tissue of head, face and nec	II Neoplasms from hospital discharges (CD2_)	2384	497964
CD2_BENIGN_LIPO_SKIN_LIMBS	Benign lipomatous neoplasm of skin and subcutaneous tissue of limbs	II Neoplasms from hospital discharges (CD2_)	2969	497379
CD2_BENIGN_LIPO_SKIN_NOS	Benign lipomatous neoplasm of skin and subcutaneous tissue of other and unspecif	II Neoplasms from hospital discharges (CD2_)	250	500098
CD2_BENIGN_LIPO_SKIN_TRUNK	Benign lipomatous neoplasm of skin and subcutaneous tissue of trunk	II Neoplasms from hospital discharges (CD2_)	5258	495090
CD2_BENIGN_LIVER	Benign neoplasm: Liver	II Neoplasms from hospital discharges (CD2_)	768	499580
CD2_BENIGN_LIVE_BILE	Benign neoplasm: Liver/bile ducts	II Neoplasms from hospital discharges (CD2_)	862	499486
CD2_BENIGN_LYMPHANGIOMA	Lymphangioma, anys site	II Neoplasms from hospital discharges (CD2_)	283	500065
CD2_BENIGN_LYMPHNODES	Benign neoplasm: Lymph nodes	II Neoplasms from hospital discharges (CD2_)	94	500254
CD2_BENIGN_MALE_GEN	Benign neoplasm of male genital organs	II Neoplasms from hospital discharges (CD2_)	717	217567
CD2_BENIGN_MEDIASTINUM	Benign neoplasm: Mediastinum	II Neoplasms from hospital discharges (CD2_)	110	500238
CD2_BENIGN_MELANOCYTIC	Melanocytic naevi	II Neoplasms from hospital discharges (CD2_)	13357	486991
CD2_BENIGN_MELANOCYTIC_EAR	Melanocytic naevi of ear and external auricular canal	II Neoplasms from hospital discharges (CD2_)	193	500155
CD2_BENIGN_MELANOCYTIC_EYELID	Melanocytic naevi of eyelid, including canthus	II Neoplasms from hospital discharges (CD2_)	328	500020
CD2_BENIGN_MELANOCYTIC_FACE	Melanocytic naevi of other and unspecified parts of face	II Neoplasms from hospital discharges (CD2_)	2250	498098
CD2_BENIGN_MELANOCYTIC_LIP	Melanocytic naevi of lip	II Neoplasms from hospital discharges (CD2_)	307	500041
CD2_BENIGN_MELANOCYTIC_LOWERLIMB	Melanocytic naevi of lower limb, including hip	II Neoplasms from hospital discharges (CD2_)	1586	498762
CD2_BENIGN_MELANOCYTIC_NOS	Melanocytic naevi, other sites/unspecified	II Neoplasms from hospital discharges (CD2_)	3038	497310
CD2_BENIGN_MELANOCYTIC_SCALPNECK	Melanocytic naevi of scalp and neck	II Neoplasms from hospital discharges (CD2_)	878	499470
CD2_BENIGN_MELANOCYTIC_TRUNK	Melanocytic naevi of trunk	II Neoplasms from hospital discharges (CD2_)	4762	495586
